Temperature (°C),Pressure (psi),Vibration (g),Oil Quality (%),Flight Hours,Ambient Temp (°C),Altitude (ft),Last Service Cycles,Failure Probability
609.01,236.22,0.058,96.2,378,33.7,15000,18,0.472
627.45,269.07,0.261,89.5,747,10.4,10505,513,0.7215
649.49,293.51,0.322,92.4,163,26.9,7511,449,0.737
630.05,294.83,0.766,54.8,4254,30.6,7050,796,0.975
647.01,281.36,0.11,92.6,743,2.4,7373,38,0.5905
686.54,308.78,0.272,90.9,524,8.2,5718,275,0.7375
605.51,283.12,0.416,73.2,2623,-0.4,8757,74,0.8504
648.28,312.06,0.173,93.4,445,17.3,4585,153,0.6469
658.51,333.64,0.2,92.1,550,27.2,2331,92,0.6831
626.31,283.71,0.203,94.4,219,35.0,8659,179,0.6233
629.34,295.91,0.586,53.1,5000,20.7,8064,36,0.9529
620.53,305.06,0.257,90.8,569,36.3,6286,109,0.6857
682.13,319.14,0.587,53.1,5000,6.2,4152,22,0.9601
631.76,284.65,0.124,94.8,388,3.0,8869,203,0.5888
649.58,305.54,0.102,97.7,42,19.4,5029,106,0.5601
652.29,301.81,0.594,56.3,4521,23.8,7583,268,0.9554
569.61,265.63,0.343,80.9,1735,19.7,13295,183,0.7674
611.94,273.97,0.137,91.2,866,-0.7,9954,84,0.6014
663.21,326.39,0.096,88.0,1440,19.1,3893,33,0.6691
670.44,313.65,0.25,90.7,604,7.0,4175,420,0.7412
629.04,277.66,0.424,77.4,2014,26.7,8455,301,0.848
680.93,313.63,0.349,79.5,1917,23.7,3874,10,0.8242
684.81,324.2,0.443,90.0,167,10.6,1995,1000,0.8592
624.09,296.27,0.703,52.0,4831,14.9,9597,309,0.968
623.81,282.63,0.308,85.2,1234,9.4,8963,70,0.74
636.75,283.47,0.298,91.0,434,19.4,9352,551,0.7391
629.76,296.11,0.347,87.9,735,29.6,8789,641,0.7926
620.55,284.97,0.468,62.3,4023,10.1,7804,256,0.9198
643.46,299.88,0.419,84.8,966,25.0,6013,650,0.8397
621.11,275.45,0.235,83.7,1651,14.7,9548,9,0.7133
591.61,251.88,0.879,50.0,5000,12.1,12590,871,0.982
643.19,307.17,0.308,79.0,2109,18.9,6496,18,0.802
671.51,330.44,0.44,75.4,2252,9.6,4938,308,0.8894
663.8,327.51,0.091,94.2,572,14.5,4595,127,0.6173
622.76,295.37,0.335,77.8,2207,8.0,5400,12,0.8063
668.02,294.7,0.416,84.6,1001,39.6,8608,795,0.8535
730.4,351.91,0.617,53.6,4839,20.4,1581,44,0.9683
638.29,275.91,0.363,90.8,277,13.0,9318,577,0.7627
617.85,266.62,0.125,92.8,673,22.1,9932,120,0.5811
670.72,341.3,0.241,94.2,137,18.9,2606,405,0.7233
653.23,313.85,0.197,89.3,959,17.8,5062,88,0.6925
641.34,295.38,0.223,93.3,321,26.1,8239,263,0.6677
642.25,297.12,0.623,61.3,3731,27.6,7570,482,0.9515
639.43,289.67,0.645,51.9,5000,14.7,9559,251,0.9638
652.01,300.38,0.367,77.1,2214,14.2,7577,110,0.8373
643.3,267.16,0.1,96.5,218,17.2,11794,80,0.537
652.76,305.34,0.262,88.9,836,-3.0,7036,58,0.714
650.59,321.75,0.698,50.9,5000,4.8,5051,548,0.9758
648.73,318.62,0.22,93.5,293,33.7,4810,283,0.6845
628.76,272.39,0.345,81.7,1626,36.4,10206,213,0.7891
637.49,294.41,0.347,86.9,871,17.5,8089,86,0.7527
654.87,284.54,0.583,53.2,5000,25.8,9901,171,0.9562
641.5,282.86,0.286,89.6,672,23.1,9839,290,0.7228
671.51,343.03,0.13,96.7,98,50.0,1940,22,0.6111
662.3,324.32,0.364,75.7,2423,31.2,4580,134,0.8582
646.45,317.25,0.253,89.4,791,18.7,4938,82,0.7133
675.12,307.91,0.393,77.1,2143,10.4,5552,312,0.8652
634.61,306.65,0.182,94.8,221,3.9,6739,280,0.641
589.0,254.3,0.228,85.0,1481,22.0,10997,107,0.6816
622.31,283.79,0.166,90.1,941,12.4,11595,13,0.6291
638.47,320.93,0.253,84.1,1539,5.8,7121,61,0.7546
624.57,301.3,0.608,60.8,3841,13.5,7246,52,0.9388
655.88,308.45,0.713,50.6,5000,9.2,5884,252,0.9724
644.17,294.69,0.413,72.1,2798,36.9,8268,56,0.8684
679.01,298.72,0.493,69.7,2912,28.8,8608,198,0.9087
669.67,290.37,0.377,81.9,1506,19.9,10419,286,0.8239
639.57,286.4,0.275,93.1,205,34.8,10395,635,0.7235
702.9,358.02,0.352,77.5,2200,20.8,1094,84,0.8646
643.6,305.04,0.124,95.3,320,11.4,7542,62,0.5873
651.52,286.23,0.19,92.2,564,35.2,12152,57,0.6387
654.06,310.69,0.513,72.4,2459,25.4,6686,134,0.8975
610.85,268.27,0.363,77.7,2140,9.6,11418,314,0.822
620.76,283.18,0.17,91.3,755,18.1,7081,334,0.6545
631.42,289.38,0.477,69.7,2957,11.2,8525,71,0.889
657.58,319.57,0.675,51.3,5000,6.2,4589,42,0.9673
679.95,323.18,0.342,82.1,1576,29.3,4702,179,0.8223
629.35,276.04,0.377,76.5,2264,39.1,10176,46,0.8221
603.97,275.32,0.343,88.7,634,6.0,10645,503,0.7528
646.19,274.1,0.617,52.5,5000,25.6,8079,26,0.9551
670.74,333.31,0.281,89.9,640,13.5,4317,418,0.7699
662.53,306.28,0.534,58.6,4368,15.1,8131,13,0.9403
592.47,275.68,0.743,50.0,5000,14.1,11772,493,0.9718
593.72,262.16,0.429,73.5,2543,11.4,13229,296,0.8551
607.21,304.21,0.584,64.8,3338,20.5,7050,117,0.9252
655.29,329.52,0.285,85.7,1224,11.7,3020,156,0.7729
650.47,291.57,0.66,51.6,5000,22.7,10521,336,0.9675
642.94,294.78,0.382,73.3,2715,19.5,7172,62,0.855
612.44,257.69,0.507,84.3,791,17.6,10829,663,0.8411
659.84,291.74,0.092,97.7,71,10.9,8843,198,0.5617
666.5,322.74,0.34,82.3,1556,14.2,5350,428,0.8345
640.65,293.54,0.507,64.0,3673,27.6,8175,212,0.923
606.93,279.0,0.459,63.1,3942,25.0,11925,181,0.9093
668.99,314.42,0.525,64.2,3605,10.2,7553,190,0.9323
695.22,319.05,0.229,92.0,483,21.0,4896,135,0.7065
654.32,347.6,0.283,86.5,1111,27.5,3234,396,0.7953
635.88,289.14,0.54,75.8,1903,3.3,5684,562,0.8991
632.98,293.85,0.513,74.2,2203,25.4,6770,578,0.9022
611.83,286.8,0.153,91.2,815,13.4,10460,39,0.6122
653.44,324.81,0.46,74.2,2359,25.7,4637,430,0.8984
598.76,255.88,0.427,78.9,1788,12.4,12661,67,0.8046
649.82,321.16,0.258,83.1,1673,2.0,3989,4,0.7639
606.05,267.98,0.368,77.3,2175,3.7,14994,97,0.8075
621.62,271.21,0.387,79.3,1849,20.5,13177,104,0.8073
608.53,268.82,0.289,91.7,365,22.6,8423,498,0.7044
673.62,325.27,0.709,56.6,4150,11.0,3057,407,0.9694
629.08,294.7,0.149,93.1,550,26.4,7834,27,0.6028
648.2,311.75,0.412,72.6,2729,3.4,6839,118,0.8757
698.65,326.17,0.157,94.1,388,19.3,4177,87,0.6573
633.21,299.63,0.407,76.6,2163,7.9,8873,271,0.8552
639.45,314.95,0.603,56.1,4521,13.5,5529,234,0.9563
634.34,311.79,0.286,94.1,20,20.5,5855,341,0.7021
626.67,304.99,0.801,50.0,5000,11.4,7389,725,0.9813
628.95,300.83,0.188,95.8,60,16.2,6275,164,0.6133
595.68,255.06,0.228,95.3,23,30.1,14234,320,0.6074
677.79,322.27,0.723,58.1,3898,14.2,6393,752,0.9731
571.76,265.8,0.309,76.5,2467,28.4,9323,234,0.7945
625.81,295.46,0.187,94.7,224,8.7,8437,111,0.613
638.52,264.22,0.594,53.0,5000,25.3,9058,155,0.9531
627.46,292.85,0.49,74.5,2229,34.4,9287,421,0.8881
624.72,277.47,0.287,92.6,235,-4.7,10644,382,0.6947
650.86,297.78,0.621,59.9,3940,12.0,8799,414,0.9534
594.07,281.45,0.253,85.7,1311,25.8,8675,408,0.735
662.16,288.35,0.313,89.1,652,18.0,8175,759,0.7893
611.51,307.54,0.64,62.7,3486,23.7,7585,433,0.9476
634.42,325.68,0.478,71.6,2682,14.0,5265,580,0.9144
625.58,284.94,0.412,78.0,1951,20.9,7817,256,0.8402
628.79,284.65,0.62,55.4,4576,18.4,8724,310,0.9558
643.93,275.67,0.816,55.9,3951,31.7,9206,1000,0.9777
657.83,299.52,0.341,89.6,514,22.5,8541,613,0.7873
636.22,303.1,0.646,57.4,4219,23.4,7301,451,0.96
655.88,301.94,0.324,86.9,937,15.9,7829,347,0.7791
668.73,306.17,0.309,85.9,1130,15.1,6339,133,0.7698
636.34,266.02,0.636,52.1,5000,15.7,8940,238,0.9598
641.65,291.26,0.398,72.0,2853,23.9,7337,17,0.8615
628.5,288.52,0.19,90.7,776,15.8,8542,161,0.6566
611.94,260.47,0.36,78.1,2088,22.9,11002,36,0.7929
677.35,287.74,0.422,80.7,1550,40.8,5872,391,0.8513
638.15,291.46,0.296,92.3,248,28.7,9790,669,0.7438
623.19,285.28,0.578,57.7,4374,16.7,8100,57,0.9406
606.47,257.03,0.526,65.2,3451,32.0,14064,85,0.9027
668.39,312.47,0.537,68.1,3008,15.9,7351,583,0.9348
624.16,274.08,0.303,82.4,1638,-0.4,10085,264,0.7732
654.78,293.13,0.238,91.7,499,9.9,8046,266,0.6935
653.81,330.0,0.538,58.9,4307,1.3,3835,248,0.9488
621.41,302.0,0.23,89.3,871,16.5,6438,74,0.6838
639.41,277.54,0.145,96.8,41,20.2,10641,84,0.5616
660.51,311.35,0.932,50.0,5000,36.8,6702,897,0.9885
650.56,323.01,0.688,58.5,3949,23.3,1339,386,0.9634
673.69,312.33,0.274,80.8,1949,17.8,7906,28,0.7919
673.49,320.85,0.132,97.2,25,28.3,4723,76,0.5984
614.6,294.05,0.236,91.6,517,-2.1,8395,296,0.6798
612.03,263.38,0.268,86.2,1203,22.4,12653,100,0.7018
631.37,295.41,0.26,80.9,1978,27.7,10308,87,0.7685
608.86,249.3,0.401,74.6,2463,5.2,12610,68,0.8251
650.05,311.76,0.471,68.8,3105,31.4,6315,62,0.9009
640.33,310.02,0.334,81.9,1622,23.4,7571,285,0.8112
671.18,328.65,0.424,76.5,2135,15.8,4867,709,0.9001
681.42,317.49,0.443,67.7,3335,26.3,5948,134,0.9102
657.27,309.84,0.344,75.2,2545,42.7,5219,39,0.8427
669.82,328.55,0.607,52.7,5000,21.8,4080,40,0.9626
609.87,274.45,0.75,55.8,4153,22.5,12098,814,0.9705
664.22,340.49,0.132,94.8,371,15.4,1724,226,0.6503
620.09,259.77,0.665,51.5,5000,11.5,12110,188,0.96
620.85,267.25,0.386,89.1,457,28.3,11738,664,0.7809
640.75,283.83,0.636,52.1,5000,11.4,9499,212,0.9616
630.66,310.03,0.392,75.2,2417,20.7,4656,197,0.8583
690.32,334.95,0.53,75.5,1975,15.2,3253,784,0.9269
658.65,307.78,0.305,88.4,784,24.8,6355,193,0.7515
664.13,298.39,0.145,95.1,286,23.3,9875,149,0.6142
634.12,285.63,0.22,93.7,270,30.4,8009,261,0.6523
669.84,317.7,0.832,55.0,4028,14.9,4870,1000,0.9825
650.12,283.42,0.493,82.2,1133,17.3,11445,996,0.8859
632.62,252.67,0.348,81.5,1641,10.2,13053,448,0.8018
656.61,285.65,0.656,51.7,5000,15.6,7320,208,0.9649
651.69,297.31,0.24,91.1,590,23.8,8328,640,0.7391
655.21,307.85,0.451,70.7,2887,27.6,3473,163,0.8943
636.44,309.18,0.274,85.6,1272,10.8,6757,307,0.7657
596.53,263.51,0.13,94.0,478,28.7,9531,59,0.5495
605.31,289.51,0.686,59.3,3834,33.6,9065,325,0.953
644.03,316.98,0.368,76.6,2279,24.1,6477,97,0.8442
645.02,299.62,0.236,93.9,199,38.8,7177,443,0.6913
617.01,305.79,0.294,83.1,1561,12.3,6658,160,0.7696
623.59,297.42,0.557,62.0,3818,7.6,7165,152,0.932
647.45,300.61,0.234,94.3,139,2.2,9270,412,0.6847
660.4,329.83,0.201,88.4,1077,35.0,2097,166,0.723
662.45,312.34,0.532,66.4,3272,26.5,7777,376,0.9317
641.2,291.9,0.668,59.1,3909,19.4,9050,579,0.9604
658.4,311.89,0.44,70.2,2987,22.8,6289,44,0.8904
659.12,315.97,0.283,89.2,730,8.7,6562,196,0.7418
650.27,296.9,0.463,80.8,1414,44.5,6649,870,0.8837
654.59,309.09,0.555,69.9,2704,21.3,6563,502,0.927
619.97,285.12,0.424,89.2,331,21.1,8018,1000,0.8263
653.73,309.82,0.455,78.2,1808,27.3,8387,590,0.8844
694.5,340.18,0.326,75.6,2549,24.8,1698,111,0.8619
637.98,287.74,0.421,64.9,3794,22.2,9959,59,0.8985
675.67,323.31,0.128,95.8,237,12.1,7130,71,0.6134
637.92,265.77,0.232,89.7,800,24.7,13799,73,0.6634
668.89,319.86,0.251,84.0,1560,38.8,4425,24,0.7619
690.06,339.03,0.564,71.7,2415,33.5,5398,712,0.9397
643.23,289.01,0.296,75.7,2619,35.9,7391,209,0.8267
625.93,282.09,0.183,92.2,584,14.9,9240,32,0.6177
681.91,338.58,0.288,94.1,28,10.1,2148,431,0.7473
654.2,305.79,0.337,76.6,2367,18.7,5513,118,0.8359
639.41,284.98,0.614,54.0,4797,20.6,9774,22,0.9527
629.51,306.89,0.445,68.6,3194,30.9,5156,63,0.8916
600.19,266.01,0.348,79.3,1948,3.1,12110,321,0.8026
625.75,295.62,0.726,50.3,5000,35.3,6638,474,0.9737
654.7,303.62,0.278,86.5,1135,18.4,5302,88,0.7435
649.58,292.27,0.272,84.1,1489,15.7,9831,258,0.7677
626.28,268.21,0.163,96.6,25,9.9,12823,0,0.549
617.97,278.26,0.702,50.8,5000,3.5,9249,98,0.964
631.6,266.68,0.265,82.4,1751,28.2,11781,60,0.7398
614.7,274.91,0.222,88.6,991,20.7,13030,24,0.6605
657.24,315.92,0.198,95.4,91,7.1,5234,198,0.6502
624.99,268.15,0.195,89.8,900,7.0,10815,299,0.6684
665.24,324.33,0.121,97.5,7,16.6,3430,14,0.5812
646.1,285.38,0.05,93.5,784,36.7,9275,45,0.5558
630.74,286.4,0.867,50.0,5000,17.4,7786,808,0.984
628.81,271.42,0.091,95.8,335,5.0,11729,76,0.5355
611.82,274.56,0.44,80.1,1577,17.5,11517,428,0.839
624.95,291.75,0.236,92.4,413,17.3,9709,413,0.6884
629.6,288.19,0.411,70.3,3059,-7.0,8895,116,0.8747
606.15,276.81,0.292,82.5,1653,19.5,9525,68,0.7454
663.97,297.48,0.135,94.1,452,17.7,8185,84,0.6115
648.62,299.71,0.537,61.0,4023,27.0,7816,250,0.9388
621.25,256.52,0.508,68.3,3065,38.5,12328,144,0.8926
617.15,268.56,0.685,51.1,5000,31.3,12689,205,0.9632
662.25,313.87,0.304,93.9,1,17.3,7575,501,0.7396
654.94,303.6,0.298,85.4,1222,8.9,8713,209,0.77
630.32,277.65,0.865,50.0,5000,45.7,8245,1000,0.9849
667.29,339.56,0.543,65.7,3334,20.6,3165,329,0.9388
628.18,301.52,0.474,65.5,3559,20.1,6991,70,0.9077
623.28,254.77,0.334,79.7,1941,19.8,12799,208,0.7886
606.96,282.23,0.55,71.4,2496,22.0,5751,504,0.9081
603.72,255.77,0.47,67.6,3273,18.6,14344,74,0.881
609.75,276.98,0.251,93.6,194,14.3,11516,392,0.6643
621.73,280.68,0.318,77.0,2359,14.5,9204,10,0.7985
621.34,273.06,0.742,61.4,3379,19.7,9683,857,0.9635
650.72,310.07,0.187,95.7,83,14.6,5248,327,0.6499
649.37,306.42,0.211,90.8,705,12.9,7204,53,0.6737
613.47,276.7,0.417,86.1,783,21.1,12324,622,0.8101
652.31,298.51,0.498,62.9,3856,17.5,6156,26,0.9212
602.98,267.12,0.492,68.8,3031,35.0,11183,156,0.8874
639.8,315.72,0.47,75.6,2137,-6.5,3869,401,0.8881
659.43,318.16,0.615,64.7,3267,30.9,4406,831,0.9562
639.39,249.41,0.289,85.7,1208,32.5,13704,129,0.7201
636.81,287.02,0.64,58.0,4157,-0.7,7964,532,0.9585
635.17,320.06,0.19,92.4,534,16.6,6385,66,0.6536
607.2,247.82,0.387,75.1,2439,16.3,12088,11,0.8125
605.51,256.72,0.19,92.3,553,5.9,11737,9,0.5892
615.13,273.51,0.204,95.3,81,12.2,10762,322,0.6185
643.53,312.51,0.172,91.9,669,8.9,6290,50,0.6481
658.73,310.21,0.313,84.2,1358,37.5,7139,15,0.7724
630.88,285.75,0.858,56.7,3709,29.4,8935,1000,0.9788
643.65,284.52,0.287,84.3,1422,32.7,10083,83,0.7495
614.34,285.6,0.092,95.4,395,27.2,6475,186,0.5576
608.91,281.57,0.622,52.4,5000,8.7,8512,285,0.9588
630.32,280.44,0.16,92.4,630,14.8,8802,47,0.6082
630.36,276.62,0.686,51.1,5000,24.9,11860,133,0.9637
640.6,282.28,0.697,50.9,5000,7.8,10263,313,0.9689
652.69,325.53,0.431,80.4,1564,27.1,3480,306,0.8576
629.4,298.62,0.311,92.4,193,17.6,7359,554,0.7383
629.07,309.75,0.425,74.8,2378,16.3,5214,173,0.8658
633.17,283.01,0.584,62.0,3738,27.1,9704,662,0.9478
607.27,274.65,0.323,85.3,1179,24.4,10769,344,0.7594
640.94,286.04,0.256,91.0,546,16.4,8305,248,0.6946
656.3,293.49,0.428,68.6,3247,31.6,7196,37,0.8886
659.14,293.13,0.303,82.9,1575,9.2,8208,256,0.7911
613.51,280.78,0.244,92.0,440,26.2,8627,271,0.6673
665.91,313.59,0.704,50.7,5000,25.9,6080,427,0.9749
686.3,313.14,0.7,50.8,5000,16.9,4344,381,0.975
654.88,319.72,0.242,88.7,915,23.3,1850,226,0.7337
621.28,265.03,0.242,94.2,132,7.5,11802,270,0.6375
629.91,291.54,0.496,76.1,1993,29.2,9489,444,0.8839
624.01,293.28,0.269,89.2,763,18.2,9088,130,0.7016
604.37,257.53,0.0,99.0,137,14.8,11796,43,0.4305
657.24,313.07,0.721,54.3,4448,30.5,4234,622,0.9739
676.44,337.83,0.934,50.0,5000,13.0,2793,1000,0.9903
637.66,289.2,0.227,89.4,863,5.9,9153,168,0.6905
643.5,282.45,0.695,66.9,2731,4.4,8880,1000,0.9565
661.96,319.32,0.144,96.2,136,26.1,2806,117,0.613
621.48,291.21,0.164,90.2,923,7.2,9079,21,0.6327
637.64,285.76,0.236,93.7,230,37.5,6799,255,0.6604
616.8,288.38,0.247,94.3,114,-0.8,5579,608,0.691
699.32,313.35,0.343,80.6,1777,37.0,7000,288,0.8405
662.3,341.85,0.434,68.5,3239,22.1,675,3,0.9031
667.87,305.46,0.162,88.3,1207,19.0,6226,4,0.6796
659.54,310.96,0.37,82.2,1485,14.6,5887,387,0.8333
634.02,289.63,0.329,89.0,631,24.0,9671,560,0.7694
659.94,291.63,0.37,73.8,2667,19.6,7525,88,0.8538
623.81,281.69,0.24,88.9,896,31.0,9917,191,0.6918
671.77,348.71,0.391,91.2,140,21.1,351,974,0.8441
642.0,310.0,0.148,94.5,362,21.5,5483,185,0.624
634.52,268.45,0.118,95.7,275,16.4,9668,44,0.5461
646.01,302.76,0.434,83.3,1145,19.4,7073,728,0.8587
651.33,281.12,0.238,94.3,135,23.1,10536,205,0.6527
668.63,332.42,0.426,68.4,3285,2.9,2586,127,0.9062
644.77,273.49,0.554,55.4,4772,6.5,10193,31,0.9431
652.1,311.4,0.197,92.0,571,27.4,6083,184,0.6752
668.09,315.31,0.438,81.9,1329,21.7,5791,440,0.8595
619.91,280.73,0.321,83.3,1464,18.2,10973,379,0.7844
621.97,284.11,0.59,53.0,5000,20.2,11486,206,0.9549
635.75,276.18,0.248,94.1,136,23.5,11104,381,0.6689
615.75,255.52,0.367,77.2,2205,14.6,14116,130,0.8082
617.19,260.37,0.304,88.0,849,12.2,11800,399,0.7309
634.18,297.06,0.247,85.2,1394,22.0,5614,27,0.7245
652.12,299.95,0.105,94.5,489,10.2,8425,67,0.5883
655.05,312.6,0.337,90.8,349,24.1,6919,630,0.7839
604.47,263.13,0.247,91.1,558,3.0,14087,104,0.6427
623.1,264.97,0.183,95.3,148,30.3,11315,69,0.5762
635.77,293.65,0.211,91.2,652,24.7,7433,28,0.653
622.39,263.31,0.478,73.9,2345,22.6,10634,150,0.8629
634.27,303.15,0.291,79.4,2108,29.8,4303,21,0.7896
631.19,286.25,0.309,82.4,1617,36.7,8751,206,0.7787
673.33,326.33,0.28,94.4,1,30.1,5186,755,0.7616
641.57,326.79,0.355,91.0,269,1.6,2934,464,0.7766
638.9,294.47,0.478,64.4,3701,7.2,10354,12,0.9098
602.77,276.86,0.224,91.1,634,13.8,10726,107,0.6426
635.23,278.88,0.603,53.7,4865,20.3,9372,62,0.952
652.64,298.29,0.479,61.2,4152,25.2,7451,21,0.9239
637.59,330.25,0.116,95.3,337,12.7,4201,35,0.5952
662.04,328.28,0.746,52.9,4569,21.9,4516,716,0.9787
646.85,321.52,0.271,80.7,1977,12.4,5092,111,0.7946
643.0,282.5,0.247,81.1,1990,13.9,7299,149,0.7654
589.94,269.26,0.559,61.9,3830,5.9,11229,199,0.924
592.3,273.87,0.347,85.8,1039,10.8,11181,410,0.7641
685.12,330.97,0.547,70.4,2658,6.5,3054,480,0.9322
656.13,310.89,0.663,71.2,2204,10.2,5920,995,0.9501
669.21,311.7,0.377,71.7,2953,30.5,5840,71,0.8746
682.55,344.75,0.437,76.1,2159,10.5,405,107,0.8818
646.68,271.74,0.187,95.1,167,46.3,9698,113,0.602
618.78,295.01,0.234,90.5,693,24.9,7262,177,0.6797
616.51,292.66,0.772,50.0,5000,21.8,7661,494,0.9762
621.86,264.73,0.105,94.3,506,11.4,12038,82,0.5503
644.35,307.24,0.351,84.0,1278,27.0,8265,458,0.8158
649.72,301.18,0.255,88.7,883,14.2,6708,68,0.7099
629.45,273.84,0.183,95.1,181,21.2,9716,372,0.6244
660.7,287.04,0.268,91.8,400,45.6,11177,481,0.7253
629.87,271.14,0.296,89.3,676,19.0,8889,577,0.745
619.34,266.83,0.367,83.9,1245,31.5,10068,214,0.7735
657.7,303.38,0.644,57.9,4151,13.0,7563,120,0.954
609.78,275.17,0.345,82.9,1450,19.7,7754,444,0.7941
602.74,283.74,0.445,76.3,2111,37.7,8339,116,0.8429
647.34,306.11,0.201,88.2,1110,13.7,5741,48,0.6928
679.68,299.43,0.669,57.9,4081,38.1,6296,540,0.9652
620.58,256.52,0.354,77.6,2173,27.1,12134,159,0.8052
583.34,252.94,0.231,94.1,190,14.4,14024,254,0.6061
615.63,261.13,0.356,83.8,1298,26.3,12777,752,0.8114
692.23,315.57,0.545,64.4,3512,29.7,4030,44,0.9326
652.67,310.68,0.429,72.8,2646,26.2,3740,244,0.8854
650.46,316.23,0.595,54.9,4714,4.3,4428,245,0.959
616.11,286.3,0.291,90.6,517,12.7,8403,594,0.7379
681.91,352.52,0.594,53.0,5000,17.5,0,125,0.9661
624.52,301.36,0.175,91.8,671,19.3,6234,154,0.6458
606.68,261.57,0.237,94.5,103,26.2,12221,220,0.6173
660.89,281.43,0.197,86.4,1369,21.8,10947,55,0.6981
636.39,318.52,0.143,95.5,234,6.6,6473,191,0.6158
656.48,305.55,0.403,75.9,2287,23.8,6700,172,0.8603
650.43,268.8,0.658,54.4,4616,26.1,9702,66,0.9556
620.07,261.75,0.737,50.1,5000,25.6,10806,537,0.9724
676.71,316.12,0.358,79.7,1868,30.8,6401,169,0.8369
635.33,301.15,0.35,82.2,1533,28.3,7297,110,0.7947
634.49,303.35,0.658,51.7,5000,24.6,6302,42,0.9625
670.59,331.67,0.304,81.7,1732,19.3,4006,28,0.8031
645.96,320.76,0.986,50.0,5000,3.4,7341,967,0.9903
631.98,295.12,0.912,50.0,4968,24.3,7112,1000,0.9872
671.63,327.76,0.418,86.8,684,22.1,4218,685,0.8485
655.2,288.07,0.106,97.7,28,22.7,9938,184,0.5616
615.68,270.25,0.26,86.7,1157,7.2,9450,495,0.7402
636.45,279.56,0.661,59.0,3952,9.2,10087,539,0.9575
684.53,312.27,0.57,63.2,3617,30.5,5696,107,0.9392
644.12,342.44,0.38,79.4,1851,19.6,2049,265,0.8523
640.48,284.66,0.423,89.1,341,26.8,9402,943,0.8279
620.42,303.12,0.115,96.1,228,20.3,6008,99,0.5664
640.37,305.3,0.674,51.4,5000,20.3,5328,326,0.9692
674.67,314.7,0.33,85.7,1094,29.4,4229,326,0.8006
660.59,296.23,0.404,77.2,2089,14.8,7174,181,0.8514
603.67,261.53,0.769,51.4,4726,21.0,12732,202,0.9666
645.77,319.03,0.53,60.7,4079,15.4,6484,183,0.9396
672.93,334.17,0.325,81.7,1674,15.7,4731,221,0.8255
668.33,294.85,0.241,85.8,1338,16.9,9956,48,0.7317
636.79,281.46,0.58,69.7,2658,22.2,8518,475,0.9217
709.9,360.53,0.264,88.7,860,15.2,1642,325,0.7927
640.56,284.85,0.484,76.5,1964,32.6,9987,1000,0.906
567.97,237.55,0.171,96.3,47,11.1,14385,85,0.5146
691.35,345.76,0.368,68.2,3478,18.1,198,47,0.9013
655.84,328.09,0.684,51.2,5000,15.6,4293,126,0.97
683.06,350.69,0.502,54.8,5000,34.5,0,214,0.9582
611.09,287.61,0.253,88.7,892,22.0,7774,69,0.6844
613.41,272.89,0.31,83.1,1515,30.3,10971,185,0.7586
633.55,293.14,0.289,90.4,539,5.1,8317,309,0.721
594.92,264.77,0.113,92.7,722,22.7,12176,17,0.5513
598.04,272.52,0.4,83.4,1223,28.9,10492,426,0.8014
621.12,251.89,0.636,67.9,2749,20.8,13106,843,0.9379
614.86,267.93,0.129,97.2,36,30.7,11481,94,0.5321
645.05,305.42,0.257,87.8,1001,14.8,6791,449,0.7561
648.75,301.94,0.354,81.5,1626,34.1,8200,162,0.8095
659.32,329.81,0.255,91.5,485,43.0,5394,328,0.7329
673.02,305.92,0.205,94.8,163,16.4,7308,408,0.6826
653.56,296.07,0.317,82.8,1551,15.5,8185,105,0.783
660.64,296.37,0.382,78.1,2031,34.5,7745,464,0.8591
632.89,265.73,0.392,77.8,2049,35.8,12027,33,0.8141
657.33,297.51,0.456,84.7,882,14.8,7009,1000,0.8731
671.9,317.6,0.21,92.0,542,15.8,5204,123,0.6869
636.47,293.0,0.159,93.3,498,17.2,5391,76,0.6137
625.39,288.37,0.07,98.0,83,6.6,9965,45,0.5083
642.63,319.99,0.285,91.4,408,10.8,3791,502,0.7489
623.66,289.25,0.543,65.1,3414,10.0,7396,264,0.9231
626.05,262.21,0.37,92.6,6,12.3,11983,909,0.7695
613.15,280.45,0.194,95.5,90,19.7,8878,313,0.6152
672.63,320.2,0.235,93.4,272,22.3,7776,125,0.6865
641.61,290.69,0.345,85.4,1090,35.5,7892,543,0.8025
656.8,317.6,0.292,88.4,812,10.0,4911,99,0.7422
646.43,303.76,0.18,93.6,392,29.8,5429,103,0.6351
616.79,307.48,0.132,95.7,235,17.9,7414,9,0.569
612.09,276.17,0.632,52.2,5000,19.5,8814,87,0.9555
629.38,284.03,0.605,53.8,4844,26.7,10844,91,0.9528
636.14,295.43,0.402,71.2,2956,8.8,8278,106,0.8717
627.78,268.97,0.257,90.8,581,23.8,12058,138,0.6687
624.85,265.97,0.181,90.9,782,21.7,12816,258,0.6453
604.59,274.61,0.25,79.6,2192,24.9,10386,73,0.753
603.05,275.11,0.311,88.9,690,22.9,11675,304,0.7193
669.41,311.71,0.173,85.9,1513,44.6,5028,43,0.7143
640.95,311.98,0.685,71.5,2107,13.6,4552,802,0.9457
640.08,274.21,0.275,84.2,1465,14.7,9554,8,0.7306
666.35,332.62,0.502,82.5,1066,13.8,3976,716,0.8905
668.13,311.69,0.299,88.0,855,14.4,7129,238,0.7619
